"vuosi";"kunta18";"amuutto_lahto";"tyopaikka_muutto_lahto";"tyollistyy_muutto_lahto";"amuutto_tulo";"tyopaikka_muutto_tulo";"tyollistyy_muutto_tulo";"tyo_muutto_lahto";"tyo_muutto_tulo"
2000;743;1656;217;276;1726;198;234;493;432
2000;746;153;28;13;134;17;23;41;40
2000;747;72;7;7;40;NA;NA;14;9
2000;748;244;24;32;130;19;12;56;31
2000;749;895;85;114;849;77;85;199;162
2000;751;127;6;23;84;7;10;29;17
2000;753;601;70;80;683;75;51;150;126
2000;755;233;29;19;311;26;23;48;49
2000;758;357;46;68;219;31;36;114;67
2000;759;44;8;6;25;NA;NA;14;7
2000;761;250;42;24;228;33;23;66;56
2000;762;191;15;29;115;7;13;44;20
2000;765;310;27;61;205;28;24;88;52
2000;766;NA;NA;NA;4;NA;NA;NA;NA
2000;768;98;5;19;59;6;7;24;13
2000;771;20;NA;NA;22;NA;NA;5;7
2000;777;330;39;71;153;23;21;110;44
2000;778;244;31;35;158;15;15;66;30
2000;781;137;19;22;105;12;11;41;23
2000;783;272;41;39;170;14;22;80;36
2000;785;145;8;25;70;6;6;33;12
2000;790;627;67;93;528;67;51;160;118
2000;791;235;20;36;153;9;17;56;26
2000;831;210;16;26;197;16;17;42;33
2000;832;210;24;38;103;10;11;62;21
2000;833;66;5;12;60;7;4;17;11
2000;834;218;15;27;208;19;23;42;42
2000;837;6960;1036;987;8907;1229;1352;2023;2581
2000;844;49;4;4;51;NA;NA;8;8
2000;845;132;9;19;83;7;13;28;20
2000;846;192;27;36;132;16;11;63;27
2000;848;203;9;29;122;6;10;38;16
2000;849;121;21;20;64;9;8;41;17
2000;850;87;10;9;73;7;6;19;13
2000;851;758;76;148;568;52;70;224;122
2000;853;6644;972;952;7532;913;1168;1924;2081
2000;854;163;14;35;87;8;10;49;18
2000;857;126;11;19;94;8;8;30;16
2000;858;1332;187;145;1617;186;140;332;326
2000;859;219;15;26;217;19;22;41;41
2000;886;609;57;86;490;46;33;143;79
2000;887;143;13;21;137;21;9;34;30
2000;889;103;9;13;65;4;13;22;17
2000;890;73;7;11;63;8;8;18;16
2000;892;103;9;19;93;9;6;28;15
2000;893;137;16;20;90;15;12;36;27
2000;895;560;88;97;379;59;80;185;139
2000;905;2337;412;369;2240;273;345;781;618
2000;908;517;57;80;423;47;60;137;107
2000;911;104;6;20;51;NA;NA;26;10
2000;915;811;116;121;665;68;75;237;143
2000;918;65;7;12;86;NA;NA;19;13
2000;921;75;6;10;49;NA;NA;16;7
2000;922;117;15;15;148;14;8;30;22
2000;924;110;10;24;75;7;6;34;13
2000;925;134;6;27;72;9;7;33;16
2000;927;889;105;95;985;133;90;200;223
2000;931;251;38;40;190;25;21;78;46
2000;934;87;15;18;47;7;5;33;12
2000;935;111;9;19;118;14;21;28;35
2000;936;265;28;49;155;20;14;77;34
2000;941;7;NA;NA;7;NA;NA;NA;NA
2000;946;141;16;20;88;9;13;36;22
2000;976;171;18;26;90;9;13;44;22
2000;977;491;75;81;393;55;44;156;99
2000;980;951;87;90;970;74;91;177;165
2000;981;91;6;18;64;5;11;24;16
2000;989;191;22;31;143;14;22;53;36
2000;992;612;90;97;439;56;57;187;113
2001;5;339;42;53;157;18;17;95;35
2001;9;96;8;9;56;4;7;17;11
2001;10;333;59;48;237;20;35;107;55
2001;16;359;35;49;359;36;35;84;71
2001;18;202;23;23;201;26;15;46;41
2001;19;127;13;16;156;18;9;29;27
2001;20;478;55;47;528;62;53;102;115
2001;35;14;NA;NA;9;NA;NA;NA;NA
2001;43;15;NA;NA;29;4;4;NA;8
2001;46;75;5;11;38;NA;NA;16;7
2001;47;80;5;12;47;5;5;17;10
2001;49;9801;1480;862;10845;1709;1553;2342;3262
2001;50;329;33;34;283;41;36;67;77
2001;51;356;46;46;234;31;27;92;58
2001;52;82;13;11;43;NA;NA;24;6
2001;60;73;5;13;77;10;9;18;19
2001;61;815;95;104;682;83;89;199;172
2001;62;15;NA;NA;11;NA;NA;NA;NA
2001;65;12;NA;NA;9;NA;NA;NA;NA
2001;69;278;44;29;179;24;21;73;45
2001;71;263;30;41;157;23;20;71;43
2001;72;28;NA;NA;31;NA;NA;6;7
2001;74;41;5;10;27;NA;NA;15;7
2001;75;604;67;98;465;56;49;165;105
2001;76;49;5;11;48;NA;NA;16;10
2001;77;172;13;22;168;16;14;35;30
2001;78;312;46;46;285;54;33;92;87
2001;79;326;40;60;259;23;28;100;51
2001;81;125;10;19;128;17;12;29;29
2001;82;423;38;40;407;38;35;78;73
2001;86;370;38;36;393;36;34;74;70
2001;90;129;14;14;115;13;25;28;38
2001;91;20045;2908;1543;23747;4066;4542;4451;8608
2001;92;9375;1427;745;9386;1565;1286;2172;2851
2001;97;87;4;20;88;6;7;24;13
2001;98;1112;92;134;962;117;89;226;206
2001;99;57;8;9;44;5;6;17;11
2001;102;330;43;43;316;26;39;86;65
2001;103;64;9;4;86;NA;NA;13;16
2001;105;116;19;12;37;NA;NA;31;10
2001;106;1436;199;134;1477;249;194;333;443
2001;108;314;32;33;320;39;40;65;79
2001;109;2092;312;317;2213;307;243;629;550
2001;111;698;70;102;524;58;62;172;120
2001;139;311;26;32;285;25;31;58;56
2001;140;850;112;147;615;54;73;259;127
2001;142;225;30;24;150;14;6;54;20
2001;143;287;25;48;271;20;27;73;47
2001;145;386;35;61;285;21;21;96;42
2001;146;275;25;48;134;9;14;73;23
2001;148;282;48;46;194;23;21;94;44
2001;149;205;22;21;238;29;12;43;41
2001;151;48;4;6;32;NA;NA;10;10
2001;152;169;19;18;129;19;15;37;34
2001;153;923;111;139;720;83;86;250;169
2001;165;511;51;69;441;44;36;120;80
2001;167;2856;403;497;2952;290;335;900;625
2001;169;232;22;26;206;17;34;48;51
2001;170;112;11;14;115;14;11;25;25
2001;171;228;23;28;201;27;27;51;54
2001;172;147;19;20;130;15;15;39;30
2001;176;186;13;26;136;18;14;39;32
2001;177;89;11;12;51;NA;NA;23;7
2001;178;227;29;37;147;18;17;66;35
2001;179;4332;698;771;5751;737;761;1469;1498
2001;181;65;NA;NA;45;NA;NA;10;7
2001;182;671;100;106;546;83;58;206;141
2001;186;1716;230;170;1899;331;212;400;543
2001;202;1075;125;112;1318;142;100;237;242
2001;204;136;12;17;89;7;6;29;13
2001;205;1441;225;267;1197;152;165;492;317
2001;208;373;37;61;246;34;39;98;73
2001;211;1003;113;132;1092;144;105;245;249
2001;213;199;19;31;122;9;9;50;18
2001;214;418;52;77;398;41;38;129;79
2001;216;65;6;4;46;4;4;10;8
2001;217;188;31;30;114;19;11;61;30
2001;218;66;6;10;52;NA;NA;16;9
2001;224;324;60;23;292;45;28;83;73
2001;226;153;17;16;76;8;11;33;19
2001;230;86;6;16;57;9;8;22;17
2001;231;64;4;7;43;4;9;11;13
2001;232;418;49;69;301;28;32;118;60
2001;233;583;65;95;394;50;58;160;108
2001;235;594;72;51;542;69;59;123;128
2001;236;136;14;15;117;18;20;29;38
2001;239;107;13;11;87;8;20;24;28
2001;240;1003;130;176;825;78;100;306;178
2001;241;378;34;48;273;28;29;82;57
2001;244;727;73;106;868;115;94;179;209
2001;245;1554;250;155;1550;253;188;405;441
2001;249;411;53;57;294;38;30;110;68
2001;250;66;12;9;34;NA;NA;21;NA
2001;256;72;9;13;32;4;7;22;11
2001;257;1532;246;129;1674;268;157;375;425
2001;260;409;47;68;274;25;30;115;55
2001;261;174;26;36;178;28;21;62;49
2001;263;306;29;41;173;14;16;70;30
2001;265;80;NA;NA;40;5;4;21;9
2001;271;263;31;31;212;21;22;62;43
2001;272;1242;187;229;984;123;125;416;248
2001;273;139;16;32;92;15;20;48;35
2001;275;71;4;10;61;NA;NA;14;6
2001;276;540;53;66;593;72;50;119;122
2001;280;32;5;6;29;NA;NA;11;7
2001;284;62;8;8;69;8;10;16;18
2001;285;1394;206;250;1317;175;152;456;327
2001;286;1979;301;322;1691;253;257;623;510
2001;287;172;27;21;109;9;12;48;21
2001;288;147;15;21;96;13;14;36;27
2001;290;313;45;58;141;16;14;103;30
2001;291;92;10;20;79;9;6;30;15
2001;295;7;NA;NA;11;NA;NA;NA;4
2001;297;3918;618;715;4129;501;483;1333;984
2001;300;112;17;15;80;4;9;32;13
2001;301;673;66;110;424;41;39;176;80
2001;304;32;NA;NA;26;NA;NA;8;4
2001;305;539;87;85;380;72;52;172;124
2001;309;346;36;57;275;17;20;93;37
2001;312;56;10;5;28;NA;NA;15;NA
2001;316;190;24;25;120;19;12;49;31
2001;317;97;12;9;51;8;11;21;19
2001;318;10;NA;NA;NA;NA;NA;NA;NA
2001;320;464;68;80;204;23;21;148;44
2001;322;158;22;21;154;19;14;43;33
2001;398;3587;507;481;3820;528;484;988;1012
2001;399;231;28;29;220;22;21;57;43
2001;400;249;27;36;172;23;25;63;48
2001;402;377;33;43;254;21;25;76;46
2001;403;128;21;14;58;4;10;35;14
2001;405;2143;341;346;2227;317;298;687;615
2001;407;119;14;15;114;16;8;29;24
2001;408;390;34;49;288;33;28;83;61
2001;410;647;48;77;576;41;47;125;88
2001;416;106;8;18;100;12;7;26;19
2001;417;33;NA;NA;59;6;5;5;11
2001;418;589;51;67;798;99;59;118;158
2001;420;328;34;50;317;32;31;84;63
2001;421;40;NA;NA;15;NA;NA;5;NA
2001;422;383;39;64;263;24;28;103;52
2001;423;648;61;58;663;85;55;119;140
2001;425;259;25;40;296;26;18;65;44
2001;426;434;45;57;398;37;43;102;80
2001;430;434;54;61;421;41;41;115;82
2001;433;263;28;34;257;27;13;62;40
2001;434;497;75;74;396;54;37;149;91
2001;435;25;NA;NA;24;4;4;8;8
2001;436;59;NA;NA;54;NA;NA;9;7
2001;438;6;NA;NA;11;NA;NA;NA;NA
2001;440;124;9;20;88;9;7;29;16
2001;441;131;24;19;164;23;9;43;32
2001;444;1239;198;125;1362;214;160;323;374
2001;445;404;46;53;386;41;42;99;83
2001;475;141;15;22;92;16;12;37;28
2001;478;323;30;19;442;84;82;49;166
2001;480;82;7;10;53;NA;NA;17;6
2001;481;308;28;37;350;39;25;65;64
2001;483;52;6;12;25;NA;NA;18;4
2001;484;97;8;13;76;11;5;21;16
2001;489;66;9;12;63;14;5;21;19
2001;491;1803;277;360;1648;243;208;637;451
2001;494;319;29;35;272;26;22;64;48
2001;495;68;5;12;42;7;4;17;11
2001;498;84;14;11;52;NA;NA;25;12
2001;499;512;50;72;561;38;60;122;98
2001;500;400;40;43;425;41;49;83;90
2001;503;293;33;29;288;30;26;62;56
2001;504;85;11;7;73;NA;NA;18;11
2001;505;592;78;68;684;81;59;146;140
2001;507;204;25;31;191;26;27;56;53
2001;508;415;55;64;309;36;23;119;59
2001;529;686;61;72;816;99;77;133;176
2001;531;242;18;33;152;19;21;51;40
2001;535;320;49;57;197;31;15;106;46
2001;536;842;76;94;977;127;83;170;210
2001;538;145;17;13;142;20;11;30;31
2001;541;312;31;55;197;16;15;86;31
2001;543;1160;190;97;1574;249;129;287;378
2001;545;145;19;23;63;6;9;42;15
2001;560;498;55;59;562;56;54;114;110
2001;561;57;5;9;40;NA;NA;14;6
2001;562;284;28;38;285;35;22;66;57
2001;563;277;38;46;212;31;22;84;53
2001;564;4775;875;729;6649;1007;911;1604;1918
2001;576;110;12;14;86;7;7;26;14
2001;577;313;42;35;287;31;29;77;60
2001;578;151;14;38;94;5;9;52;14
2001;580;146;14;21;114;10;16;35;26
2001;581;236;31;26;186;22;25;57;47
2001;583;49;5;9;27;NA;NA;14;NA
2001;584;123;10;23;48;NA;NA;33;12
2001;588;65;10;7;83;5;14;17;19
2001;592;116;7;16;102;16;17;23;33
2001;593;689;82;118;509;59;52;200;111
2001;595;186;10;34;116;7;11;44;18
2001;598;602;68;86;490;64;73;154;137
2001;599;255;26;52;193;19;18;78;37
2001;601;148;16;25;78;10;10;41;20
2001;604;492;49;59;803;101;75;108;176
2001;607;150;15;22;127;16;9;37;25
2001;608;73;8;14;66;7;5;22;12
2001;609;2223;337;376;2093;251;251;713;502
2001;611;172;14;20;170;25;12;34;37
2001;614;150;18;19;83;8;8;37;16
2001;615;310;30;48;193;26;19;78;45
2001;616;76;7;8;95;13;10;15;23
2001;619;115;7;19;47;5;4;26;9
2001;620;143;21;24;50;5;7;45;12
2001;623;91;6;12;88;13;9;18;22
2001;624;199;14;29;156;12;24;43;36
2001;625;123;15;16;66;NA;NA;31;10
2001;626;233;31;29;120;21;12;60;33
2001;630;78;12;8;42;12;4;20;16
2001;631;94;7;12;65;9;5;19;14
2001;635;262;26;25;214;23;29;51;52
2001;636;274;41;32;234;28;26;73;54
2001;638;1327;178;157;1481;202;181;335;383
2001;678;953;106;128;648;60;66;234;126
2001;680;1153;120;116;1099;143;133;236;276
2001;681;147;23;16;105;10;10;39;20
2001;683;203;26;23;81;9;7;49;16
2001;684;1170;153;193;996;123;138;346;261
2001;686;133;14;17;98;13;11;31;24
2001;687;84;NA;NA;34;NA;NA;19;7
2001;689;143;14;13;114;11;10;27;21
2001;691;79;10;10;52;NA;NA;20;6
2001;694;1043;161;140;1112;160;138;301;298
2001;697;47;5;7;28;NA;NA;12;8
2001;698;2242;380;460;1801;229;204;840;433
2001;700;223;19;31;207;15;17;50;32
2001;702;170;21;19;107;16;13;40;29
2001;704;179;16;17;240;15;9;33;24
2001;707;120;10;14;62;6;4;24;10
2001;710;663;99;88;665;100;85;187;185
2001;729;327;29;48;225;21;22;77;43
2001;732;199;20;15;97;13;8;35;21
2001;734;1209;209;162;1198;180;165;371;345
2001;736;39;4;4;68;10;9;8;19
2001;738;85;7;12;73;8;7;19;15
2001;739;109;19;17;74;14;5;36;19
2001;740;1391;198;240;1149;128;131;438;259
2001;742;62;6;5;28;NA;NA;11;7
2001;743;1807;259;311;1960;263;239;570;502
2001;746;193;29;25;148;24;23;54;47
2001;747;96;9;8;51;4;7;17;11
2001;748;242;20;25;147;13;17;45;30
2001;749;933;87;123;747;73;67;210;140
2001;751;179;15;25;96;11;8;40;19
2001;753;595;78;58;696;74;53;136;127
2001;755;286;33;28;302;41;21;61;62
2001;758;396;69;64;192;35;23;133;58
2001;759;73;11;12;27;NA;NA;23;6
2001;761;283;52;40;245;31;21;92;52
2001;762;168;17;25;94;8;9;42;17
2001;765;366;49;52;204;16;24;101;40
2001;766;5;NA;NA;5;NA;NA;NA;NA
2001;768;97;9;13;75;4;6;22;10
2001;771;40;NA;NA;46;5;4;7;9
2001;777;364;39;69;146;21;12;108;33
2001;778;231;26;45;188;18;16;71;34
2001;781;159;18;26;117;7;12;44;19
2001;783;286;45;50;174;26;26;95;52
2001;785;168;11;22;125;13;19;33;32
2001;790;687;72;99;531;54;55;171;109
2001;791;229;34;31;167;19;19;65;38
2001;831;229;13;32;201;13;15;45;28
2001;832;200;12;24;93;16;13;36;29
2001;833;71;7;13;45;4;4;20;8
2001;834;227;29;25;274;27;21;54;48
2001;837;7625;1196;1047;9718;1368;1410;2243;2778
2001;844;90;8;16;49;6;5;24;11
2001;845;147;18;25;93;8;5;43;13
2001;846;201;14;39;123;9;13;53;22
2001;848;198;16;27;126;13;13;43;26
2001;849;122;16;26;61;NA;NA;42;14
2001;850;85;7;14;84;9;6;21;15
2001;851;794;90;153;646;72;88;243;160
2001;853;6899;1057;925;7983;993;1193;1982;2186
2001;854;186;15;29;56;NA;NA;44;13
2001;857;110;11;12;95;9;12;23;21
2001;858;1394;178;147;1821;250;186;325;436
2001;859;206;16;20;219;19;16;36;35
2001;886;604;42;80;475;46;39;122;85
2001;887;178;20;26;121;8;14;46;22
2001;889;103;8;16;76;7;6;24;13
2001;890;68;6;4;77;5;10;10;15
2001;892;127;13;18;101;10;10;31;20
2001;893;141;20;14;129;19;16;34;35
2001;895;544;84;61;391;46;61;145;107
2001;905;2374;375;375;2504;309;339;750;648
2001;908;541;71;82;481;69;58;153;127
2001;911;98;5;11;44;8;10;16;18
2001;915;834;110;122;687;90;88;232;178
2001;918;97;14;14;73;NA;NA;28;7
2001;921;90;6;9;59;4;6;15;10
2001;922;121;9;12;140;14;7;21;21
2001;924;129;11;24;74;8;9;35;17
2001;925;138;9;21;96;9;8;30;17
2001;927;915;134;96;1050;166;100;230;266
2001;931;244;30;33;168;9;29;63;38
2001;934;125;13;26;54;NA;NA;39;8
2001;935;163;20;20;118;17;17;40;34
2001;936;277;30;49;236;22;24;79;46
2001;941;11;NA;NA;8;NA;NA;NA;NA
2001;946;161;19;20;103;11;8;39;19
2001;976;209;31;29;102;6;12;60;18
2001;977;495;80;76;448;44;62;156;106
2001;980;1009;106;102;1160;124;105;208;229
2001;981;98;15;20;90;11;6;35;17
2001;989;254;27;40;175;23;22;67;45
2001;992;649;88;76;459;46;60;164;106
2002;5;283;35;47;136;15;12;82;27
2002;9;85;NA;NA;71;9;8;10;17
2002;10;325;52;46;225;37;33;98;70
2002;16;327;32;39;313;45;37;71;82
2002;18;158;16;19;170;27;8;35;35
2002;19;125;13;12;159;16;14;25;30
2002;20;448;35;45;514;71;39;80;110
2002;35;8;NA;NA;9;NA;NA;NA;NA
2002;43;17;NA;NA;33;NA;NA;6;6
2002;46;69;6;14;57;6;7;20;13
2002;47;51;NA;NA;37;NA;NA;7;12
2002;49;9539;1329;806;11575;1562;1376;2135;2938
2002;50;318;31;35;296;33;30;66;63
2002;51;333;27;33;257;24;26;60;50
2002;52;79;9;7;54;9;4;16;13
2002;60;77;9;13;84;9;12;22;21
2002;61;743;85;99;691;82;76;184;158
2002;62;13;NA;NA;16;NA;NA;4;6
2002;65;11;NA;NA;9;NA;NA;NA;NA
2002;69;224;28;31;162;18;18;59;36
2002;71;264;33;28;179;25;32;61;57
2002;72;31;6;6;38;NA;NA;12;7
2002;74;39;5;6;21;NA;NA;11;4
2002;75;494;81;73;503;72;59;154;131
2002;76;38;NA;NA;61;7;7;5;14
2002;77;159;14;18;119;15;7;32;22
2002;78;304;46;28;246;36;27;74;63
2002;79;307;43;40;240;26;25;83;51
2002;81;124;12;14;116;10;13;26;23
2002;82;426;41;57;396;38;34;98;72
2002;86;352;39;35;347;46;28;74;74
2002;90;130;16;17;123;18;15;33;33
2002;91;21492;2879;1588;21661;3315;3834;4467;7149
2002;92;8993;1201;659;9278;1278;1114;1860;2392
2002;97;82;7;7;94;8;5;14;13
2002;98;1014;103;141;937;114;75;244;189
2002;99;60;5;7;36;NA;NA;12;9
2002;102;321;42;38;289;29;32;80;61
2002;103;108;13;15;98;14;13;28;27
2002;105;96;13;21;44;NA;NA;34;11
2002;106;1493;197;137;1469;202;162;334;364
2002;108;330;28;44;315;30;31;72;61
2002;109;1976;287;260;2218;328;267;547;595
2002;111;568;60;75;566;65;60;135;125
2002;139;267;20;45;247;20;23;65;43
2002;140;748;86;118;693;79;87;204;166
2002;142;229;15;28;204;23;12;43;35
2002;143;277;38;34;236;22;41;72;63
2002;145;332;26;49;299;25;37;75;62
2002;146;216;20;24;139;9;12;44;21
2002;148;250;33;34;223;43;34;67;77
2002;149;143;18;21;186;22;12;39;34
2002;151;41;NA;NA;52;10;5;7;15
2002;152;149;16;15;136;19;16;31;35
2002;153;800;77;109;708;94;90;186;184
2002;165;496;41;52;562;68;62;93;130
2002;167;2682;398;492;2647;274;267;890;541
2002;169;231;21;29;176;20;19;50;39
2002;170;99;7;6;149;14;10;13;24
2002;171;234;25;23;190;18;16;48;34
2002;172;150;22;21;150;19;12;43;31
2002;176;177;25;24;117;13;10;49;23
2002;177;99;11;9;56;NA;NA;20;4
2002;178;202;23;21;154;17;16;44;33
2002;179;4414;702;698;5092;694;632;1400;1326
2002;181;61;NA;NA;61;4;7;20;11
2002;182;629;85;85;547;67;64;170;131
2002;186;1789;260;149;1808;238;194;409;432
2002;202;1222;106;113;1301;142;114;219;256
2002;204;133;15;15;108;10;5;30;15
2002;205;1384;208;232;1075;117;136;440;253
2002;208;336;45;51;245;28;28;96;56
2002;211;970;76;112;1199;120;99;188;219
2002;213;188;16;24;141;23;12;40;35
2002;214;465;49;68;341;43;36;117;79
2002;216;55;5;4;47;4;4;9;8
2002;217;169;26;21;135;14;25;47;39
2002;218;40;4;4;35;4;5;8;9
2002;224;320;40;31;329;45;37;71;82
2002;226;148;16;19;79;11;7;35;18
2002;230;59;9;7;53;5;9;16;14
2002;231;60;8;8;61;8;12;16;20
2002;232;349;44;43;301;42;41;87;83
2002;233;474;49;75;329;40;49;124;89
2002;235;555;77;56;560;60;52;133;112
2002;236;136;20;24;114;18;16;44;34
2002;239;89;12;10;74;9;12;22;21
2002;240;863;92;150;778;83;89;242;172
2002;241;358;43;49;315;32;41;92;73
2002;244;663;48;99;768;76;77;147;153
2002;245;1585;199;114;1654;213;191;313;404
2002;249;426;59;43;280;22;34;102;56
2002;250;54;10;4;53;7;8;14;15
2002;256;71;12;16;33;NA;NA;28;7
2002;257;1443;204;122;1612;200;148;326;348
2002;260;413;52;56;252;34;28;108;62
2002;261;179;26;19;174;46;31;45;77
2002;263;246;16;27;175;17;22;43;39
2002;265;62;8;8;29;NA;NA;16;NA
2002;271;243;28;30;218;21;17;58;38
2002;272;1112;137;180;952;148;125;317;273
2002;273;99;16;10;122;11;23;26;34
2002;275;104;7;13;83;5;8;20;13
2002;276;456;52;53;459;51;40;105;91
2002;280;16;NA;NA;23;NA;NA;7;11
2002;284;65;4;6;74;7;7;10;14
2002;285;1362;195;207;1298;176;158;402;334
2002;286;1851;289;281;1636;247;233;570;480
2002;287;151;22;26;130;21;11;48;32
2002;288;113;13;22;121;12;8;35;20
2002;290;280;28;38;164;15;20;66;35
2002;291;89;5;12;71;6;4;17;10
2002;295;6;NA;NA;7;NA;NA;NA;NA
2002;297;3816;600;640;4038;542;449;1240;991
2002;300;129;13;19;86;9;5;32;14
2002;301;537;48;78;474;44;59;126;103
2002;304;30;NA;NA;40;NA;NA;4;4
2002;305;498;88;65;400;68;50;153;118
2002;309;283;33;41;242;23;21;74;44
2002;312;46;9;4;44;6;9;13;15
2002;316;178;22;20;161;19;17;42;36
2002;317;100;9;17;69;9;13;26;22
2002;318;5;NA;NA;12;NA;NA;NA;NA
2002;320;349;41;56;209;21;21;97;42
2002;322;146;18;19;156;13;17;37;30
2002;398;3565;495;433;3885;520;530;928;1050
2002;399;224;25;34;241;24;18;59;42
2002;400;225;27;21;156;17;15;48;32
2002;402;317;36;40;239;26;25;76;51
2002;403;121;23;23;56;7;6;46;13
2002;405;2004;298;320;2117;281;245;618;526
2002;407;84;9;6;78;9;7;15;16
2002;408;338;48;40;306;40;28;88;68
2002;410;594;55;61;574;63;45;116;108
2002;416;116;9;16;109;8;6;25;14
2002;417;39;NA;NA;53;8;5;4;13
2002;418;605;59;66;739;56;56;125;112
2002;420;328;37;49;280;23;28;86;51
2002;421;30;5;4;21;NA;NA;9;NA
2002;422;386;40;61;195;25;15;101;40
2002;423;604;58;69;662;61;50;127;111
2002;425;221;18;23;313;26;26;41;52
2002;426;427;22;47;402;49;30;69;79
2002;430;498;52;70;397;40;44;122;84
2002;433;304;36;38;325;37;22;74;59
2002;434;377;43;55;379;42;31;98;73
2002;435;29;NA;NA;30;NA;NA;7;5
2002;436;51;NA;NA;66;8;4;8;12
2002;438;18;NA;NA;9;NA;NA;NA;NA
2002;440;78;15;10;78;7;9;25;16
2002;441;159;23;14;161;25;18;37;43
2002;444;1211;162;134;1200;175;118;296;293
2002;445;407;42;62;368;34;30;104;64
2002;475;126;8;27;117;7;9;35;16
2002;478;380;40;25;419;73;69;65;142
2002;480;65;NA;NA;71;4;8;10;12
2002;481;285;25;35;334;34;34;60;68
2002;483;47;NA;NA;29;NA;NA;10;7
2002;484;112;10;11;81;9;12;21;21
2002;489;70;12;11;74;10;11;23;21
2002;491;1673;240;287;1494;215;176;527;391
2002;494;235;29;27;265;27;29;56;56
2002;495;49;NA;NA;37;NA;NA;11;4
2002;498;83;17;13;69;12;11;30;23
2002;499;511;40;56;556;44;53;96;97
2002;500;406;38;55;456;57;40;93;97
2002;503;235;25;29;251;36;19;54;55
2002;504;53;9;6;73;11;7;15;18
2002;505;552;80;66;673;82;68;146;150
2002;507;214;35;24;200;22;21;59;43
2002;508;430;43;62;220;24;25;105;49
2002;529;701;95;87;747;85;46;182;131
2002;531;227;22;38;169;14;18;60;32
2002;535;318;42;43;167;24;19;85;43
2002;536;836;97;91;1030;115;99;188;214
2002;538;156;11;21;184;34;12;32;46
2002;541;335;34;50;216;19;22;84;41
2002;543;1272;174;124;1458;183;109;298;292
2002;545;77;10;12;103;15;9;22;24
2002;560;486;47;62;527;68;39;109;107
2002;561;40;NA;NA;46;4;4;7;8
2002;562;271;33;41;297;38;31;74;69
2002;563;251;36;50;244;38;44;86;82
2002;564;4949;864;757;5889;771;821;1621;1592
2002;576;136;17;16;84;17;8;33;25
2002;577;329;37;51;322;42;33;88;75
2002;578;173;19;14;68;7;4;33;11
2002;580;162;20;21;130;13;11;41;24
2002;581;241;26;43;148;23;14;69;37
2002;583;39;NA;NA;55;5;6;10;11
2002;584;108;21;13;57;8;8;34;16
2002;588;55;10;6;58;10;4;16;14
2002;592;119;9;18;104;NA;NA;27;16
2002;593;692;77;129;486;60;43;206;103
2002;595;147;12;19;112;5;13;31;18
2002;598;541;65;68;494;62;82;133;144
2002;599;191;22;28;163;17;15;50;32
2002;601;140;20;26;84;10;9;46;19
2002;604;543;54;51;735;70;60;105;130
2002;607;152;6;24;97;10;5;30;15
2002;608;75;4;8;59;NA;NA;12;6
2002;609;2051;273;311;1998;255;249;584;504
2002;611;130;17;16;204;16;11;33;27
2002;614;124;14;22;85;13;8;36;21
2002;615;296;30;34;207;17;27;64;44
2002;616;82;12;9;84;13;5;21;18
2002;619;84;8;11;84;9;15;19;24
2002;620;111;8;14;57;10;6;22;16
2002;623;97;8;11;57;5;4;19;9
2002;624;182;11;28;167;23;9;39;32
2002;625;94;9;16;85;11;13;25;24
2002;626;205;21;25;109;9;16;46;25
2002;630;78;10;10;50;10;6;20;16
2002;631;76;NA;NA;75;5;4;11;9
2002;635;183;13;21;200;24;19;34;43
2002;636;245;18;23;262;31;15;41;46
2002;638;1322;198;119;1382;178;142;317;320
2002;678;932;96;160;578;66;58;256;124
2002;680;1229;144;113;1186;123;132;257;255
2002;681;102;13;14;97;13;5;27;18
2002;683;134;16;24;117;9;16;40;25
2002;684;983;130;169;1009;140;131;299;271
2002;686;121;12;21;99;17;7;33;24
2002;687;81;11;9;39;8;7;20;15
2002;689;118;12;18;97;9;7;30;16
2002;691;98;14;14;45;6;4;28;10
2002;694;1045;130;114;1065;141;133;244;274
2002;697;43;4;4;36;NA;NA;8;7
2002;698;2132;374;422;1932;277;206;796;483
2002;700;222;16;29;176;14;13;45;27
2002;702;150;16;22;127;17;13;38;30
2002;704;221;19;19;216;20;16;38;36
2002;707;113;10;8;89;NA;NA;18;7
2002;710;603;77;72;644;91;64;149;155
2002;729;343;35;52;255;29;20;87;49
2002;732;168;23;24;80;6;9;47;15
2002;734;1221;251;147;1142;172;133;398;305
2002;736;53;7;4;42;NA;NA;11;4
2002;738;78;7;12;107;6;6;19;12
2002;739;100;8;17;94;15;8;25;23
2002;740;1239;154;216;1095;135;102;370;237
2002;742;43;4;6;36;NA;NA;10;6
2002;743;1559;220;252;1760;225;218;472;443
2002;746;153;20;14;126;19;17;34;36
2002;747;46;8;6;58;6;9;14;15
2002;748;226;16;27;118;9;6;43;15
2002;749;858;89;112;814;83;84;201;167
2002;751;136;5;24;102;4;17;29;21
2002;753;607;68;52;764;91;46;120;137
2002;755;249;27;24;287;42;24;51;66
2002;758;337;50;42;174;17;31;92;48
2002;759;59;8;12;41;4;8;20;12
2002;761;281;36;34;290;29;23;70;52
2002;762;163;17;21;97;10;6;38;16
2002;765;342;40;44;244;27;31;84;58
2002;766;NA;NA;NA;NA;NA;NA;NA;NA
